#SYM,AVAILABLE,REBATERATE,FEERATE
IFRA,55000,4.5135,0.8065
IFRTF,60000,5.0700,0.2500
IFRX,550000,-11.6980,17.0180
IFS,55000,4.1595,1.1605
IFSL,300000,5.0700,0.2500
IFUE,3300000,3.7650,1.5550
IFUS,2100000,-43.3248,48.6448
IFV,10000,-2.3957,7.7157
IFXY,10000000,5.0700,0.2500
IG,3000,-15.7269,21.0469
IGA,70000,-0.5765,5.8965
IGBH,3000,-8.9024,14.2224
IGC,800000,0.7961,4.5239
IGD,300000,-1.8936,7.2136
IGE,150000,0.7792,4.5408
IGEB,20000,-2.3356,7.6556
IGEN,10000000,-6.9327,12.2527
IGEX,10000000,-9.5370,14.8570
IGF,600000,4.9119,0.4081
IGGHY,3000,-5.7754,11.0954
IGHG,6000,-2.5676,7.8876
IGI,30000,-11.3163,16.6363
IGIB,750000,4.8361,0.4839
IGIC,200000,-2.2462,7.5662
IGIFF,3000,5.0700,0.2500
IGLB,100000,4.8902,0.4298
IGLD,20000,-21.0092,26.3292
IGM,15000,4.2685,1.0515
IGMS,2000,1.9468,3.3732
IGNE,2600000,5.0700,0.2500
IGNT,3700000,5.0700,0.2500
IGOV,150000,-3.2828,8.6028
IGPG,1000000,5.0700,0.2500
IGPK,10000000,-13.4471,18.7671
IGPT,10000,-2.0477,7.3677
IGR,850000,-8.1542,13.4742
IGRO,40000,-1.0317,6.3517
IGRU,40000,5.0700,0.2500
IGRW,4000000,5.0700,0.2500
IGSB,1800000,4.9985,0.3215
IGSC,1000,5.0700,0.2500
IGT,1700000,4.8306,0.4894
IGTA,65000,1.3017,4.0183
IGV,100000,4.7029,0.6171
IGXT,1400000,-20.1328,25.4528
IH,600000,-2.5386,7.8586
IHAI,8000,-13.4341,18.7541
IHAK,1000,3.0438,2.2762
IHD,100000,0.2007,5.1193
IHDG,500000,3.1611,2.1589
IHE,35000,-1.3196,6.6396
IHF,50000,4.3568,0.9632
IHG,95000,0.5281,4.7919
IHGP,75000,5.0700,0.2500
IHI,200000,4.2237,1.0963
IHICY,100,4.5655,0.7545
IHRT,850000,3.4834,1.8366
IHS,750000,-4.7793,10.0993
IHT,45000,-6.8045,12.1245
IHTA,95000,2.7296,2.5904
IHTI,100000,5.0700,0.2500
IHTL,10000,5.0700,0.2500
IHY,100000,-2.9199,8.2399
IHYF,6000,-1.5839,6.9039
IICN,55000,5.0700,0.2500
IIDDY,400,5.0700,0.2500
IIF,100000,-14.2203,19.5403
IIGD,3000,-2.6739,7.9939
III,500000,4.9065,0.4135
IIIN,150000,4.9041,0.4159
IIIV,600000,4.7623,0.5577
IIJIY,2000,5.0700,0.2500
IIM,350000,-14.3895,19.7095
IINN,350000,-68.5591,73.8791
IINX,2500000,5.0700,0.2500
IIPR,350000,5.0498,0.2702
IJAN,25000,-3.2013,8.5213
IJH,1300000,4.9620,0.3580
IJJ,400000,4.5294,0.7906
IJJP,10000000,5.0700,0.2500
IJK,400000,3.8077,1.5123
IJR,1900000,5.0599,0.2602
IJS,150000,4.4635,0.8565
IJT,100000,-0.1207,5.4407
IJUL,30000,-2.0704,7.3904
IKGI,700000,5.0700,0.2500
IKNA,650000,4.1853,1.1347
IKT,25000,-71.5303,76.8503
IKTO,9400000,5.0700,0.2500
IKTSY,3000,-11.4018,16.7218
ILAG,100000,-31.5000,36.8200
ILAL,35000,3.4403,1.8797
ILCB,150000,-2.9255,8.2455
ILCG,300000,-0.8472,6.1672
ILCV,300000,4.1595,1.1605
ILDO,100000,5.0700,0.2500
ILED,2300000,5.0700,0.2500
ILF,150000,4.3278,0.9922
ILHMF,600000,-43.3183,48.6383
ILIM,10000000,5.0700,0.2500
ILIT,300,-9.2990,14.6190
ILIV,10000000,5.0700,0.2500
ILKAY,1000,-7.0608,12.3808
ILLMF,500000,-11.7324,17.0524
ILMN,1600000,5.0636,0.2564
ILNS,6000,5.0700,0.2500
ILPMY,2000,-1.0759,6.3959
ILPT,1900000,4.7643,0.5557
ILST,10000000,5.0700,0.2500
ILTB,100000,0.8447,4.4753
ILUS,10000000,-17.3442,22.6642
ILVE,200,5.0700,0.2500
IMAB,150000,4.4992,0.8208
IMAQ,35000,3.2231,2.0969
IMAQU,100,0.3761,4.9439
IMAX,700000,4.6111,0.7089
IMBBY,65000,-10.3753,15.6953
IMBIQ,500000,-56.5251,61.8451
IMCB,20000,0.1000,5.2200
IMCC,100000,-25.5488,30.8688
IMCDY,1000,-0.8461,6.1661
IMCG,200000,1.4571,3.8629
IMCL,1000,5.0700,0.2500
IMCR,250000,4.9008,0.4192
IMCV,300000,1.2233,4.0967
IMDC,45000,5.0700,0.2500
IMEN,1100000,5.0700,0.2500
IMEXF,9000,-0.7816,6.1016
IMGI,65000,5.0700,0.2500
IMGN,6300000,5.0700,0.2500
IMGR,10000000,5.0700,0.2500
IMGX,20000,5.0700,0.2500
IMHC,1900000,-1.5621,6.8821
IMII,6800000,5.0700,0.2500
IMIMF,6000,5.0700,0.2500
IMIUY,900,NA,NA
IMJX,10000000,5.0700,0.2500
IMKG,1000,5.0700,0.2500
IMKI,1000,5.0700,0.2500
IMKTA,100000,4.9101,0.4099
IMMB,200000,5.0700,0.2500
IMMG,15000,5.0700,0.2500
IMMP,600000,1.5901,3.7299
IMMR,1100000,4.9119,0.4081
IMMX,500000,-6.0071,11.3271
IMNG,25000,5.0700,0.2500
IMNM,1400000,1.7518,3.5682
IMNN,300000,-0.4805,5.8005
IMO,65000,4.9858,0.3342
IMOM,400000,-1.0437,6.3637
IMOS,100000,-0.5260,5.8460
IMPC,30000,5.0700,0.2500
IMPJY,10000,5.0700,0.2500
IMPLQ,100000,-164.2224,169.5424
IMPM,400000,-0.6760,5.9960
IMPNF,45000,-13.1938,18.5138
IMPP,35000,-27.3455,32.6655
IMPPP,35000,-17.0233,22.3433
IMPUY,1200000,-19.4564,24.7764
IMRFF,5000,3.5702,1.7498
IMRN,80000,-80.5401,85.8601
IMRSQ,550000,5.0700,0.2500
IMRX,90000,3.9114,1.4086
IMTB,55000,-8.9661,14.2861
IMTC,30000,5.0700,0.2500
IMTCF,200,3.7876,1.5324
IMTE,45000,-62.0038,67.3238
IMTH,10000,5.0700,0.2500
IMTL,10000000,5.0700,0.2500
IMTM,100000,0.5050,4.8150
IMTO,2000,5.0700,0.2500
IMTV,4000000,5.0700,0.2500
IMTX,950000,3.3869,1.9331
IMUC,150000,-30.3345,35.6545
IMUT,20000,5.0700,0.2500
IMUX,500000,1.5163,3.8037
IMVIQ,15000,-91.3888,96.7088
IMVT,1300000,5.0700,0.2500
IMXC,300000,5.0700,0.2500
IMXI,500000,4.4890,0.8310
IMYN,650000,5.0700,0.2500
INAB,800000,-82.8468,88.1668
INAQ,200000,4.1000,1.2200
INAQU,800,-15.7319,21.0519
INAR,10000000,5.0700,0.2500
INBC,2000,2.1413,3.1787
INBG,10000000,5.0700,0.2500
INBI,25000,5.0700,0.2500
INBK,200000,1.4705,3.8495
INBKZ,30000,-19.3402,24.6602
INBP,150000,5.0700,0.2500
INBX,200000,4.9085,0.4115
INC,2000,-9.5074,14.8274
INCC,2300000,5.0700,0.2500
INCM,200,-10.0862,15.4062
INCO,7000,-1.3862,6.7062
INCR,45000,-10.9870,16.3070
INCT,10000000,5.0700,0.2500
INCY,3100000,4.9396,0.3804
INCZY,1000,-0.5657,5.8857
INDA,6800000,5.0239,0.2961
INDB,600000,4.8148,0.5052
INDCF,5000,NA,NA
INDE,3000,-2.7416,8.0616
INDF,5000,-9.6924,15.0124
INDFY,300,5.0700,0.2500
INDI,5300000,5.0383,0.2817
INDL,50000,-3.8212,9.1412
INDO,100000,-27.8758,33.1958
INDOY,800,5.0700,0.2500
INDP,100000,-9.0738,14.3938
INDS,2000,-1.6809,7.0009
INDV,900000,4.3415,0.9785
INDY,600000,3.8468,1.4732
INEOF,30000,-33.6618,38.9818
INFA,150000,5.0050,0.3150
INFIQ,1400000,2.2104,3.1096
INFL,100000,-4.9066,10.2266
INFN,1400000,5.0055,0.3145
INFT,2000,-7.9262,13.2462
INFU,1300000,4.9215,0.3985
INFX,1200000,5.0700,0.2500
INFY,1900000,5.0700,0.2500
ING,950000,4.8148,0.5052
INGN,700000,4.9516,0.3684
INGR,600000,4.9119,0.4081
INHC,100000,5.0700,0.2500
INHD,60000,-44.6026,49.9226
INIH,3000,4.4146,0.9054
INIS,1500000,5.0700,0.2500
INIV,850000,4.7393,0.5807
INKN,1100000,5.0700,0.2500
INKT,100000,-2.0966,7.4166
INKW,8200000,5.0700,0.2500
INLB,3200000,-12.1351,17.4551
INLX,50000,-82.3188,87.6388
INM,450000,-59.0328,64.3528
INMB,45000,4.1076,1.2124
INMD,2000000,5.0700,0.2500
INMU,3000,-9.6427,14.9627
INN,1300000,4.6870,0.6330
INND,10000000,-12.7976,18.1176
INNI,55000,-3.0289,8.3489
INNO,1000,5.0700,0.2500
INNP,1000,5.0700,0.2500
INNPF,3000,5.0700,0.2500
INNU,7000,5.0700,0.2500
INNV,3000,2.3842,2.9358
INNX,50000,5.0700,0.2500
INO,1100000,4.2025,1.1175
INOD,650000,4.6057,0.7143
INOH,10000000,5.0700,0.2500
INOTF,80000,5.0700,0.2500
INOV,2000,1.3179,4.0021
INOW,9000,5.0700,0.2500
INPAP,100,5.0700,0.2500
INPC,30000,3.0695,2.2505
INPOY,3000,5.0700,0.2500
INPX,1500000,-0.1999,5.5199
INQD,9700000,-12.1481,17.4681
INQQ,40000,-31.6991,37.0191
INQR,1700000,5.0700,0.2500
INRD,80000,5.0700,0.2500
INSD,100,5.0700,0.2500
INSE,300000,5.0498,0.2702
INSG,100000,0.3446,4.9754
INSI,5000,-3.0663,8.3863
INSM,700000,5.0599,0.2602
INSO,300000,5.0700,0.2500
INSP,400000,5.0264,0.2936
INST,150000,4.9110,0.4090
INSW,2700000,4.9119,0.4081
INTA,250000,4.9056,0.4144
INTC,10000000,4.9119,0.4081
INTE,100000,3.8889,1.4311
INTEU,100,4.1000,1.2200
INTF,550000,-4.7108,10.0308
INTG,2000,-3.3319,8.6519
INTI,550000,5.0700,0.2500
INTK,1700000,5.0700,0.2500
INTL,10000,-0.5709,5.8909
INTO,3000,5.0700,0.2500
INTP,15000,5.0700,0.2500
INTR,250000,-95.8684,101.1884
INTS,10000,-82.7500,88.0700
INTT,350000,4.2960,1.0240
INTU,2600000,5.0700,0.2500
INTV,55000,-4.9976,10.3176
INTZ,1800000,-15.1377,20.4577
INUV,2700000,2.7988,2.5212
INVA,200000,5.0175,0.3025
INVE,100000,4.3025,1.0175
INVH,8700000,5.0700,0.2500
INVI,30000,5.0700,0.2500
INVO,55000,-87.7197,93.0397
INVTC,10000000,5.0700,0.2500
INVU,10000000,-14.4214,19.7414
INVZ,40000,4.0044,1.3156
INXSF,10000,1.2579,4.0621
INZY,1700000,4.1732,1.1468
IOBT,1400000,-17.6165,22.9365
IOCT,100000,-1.3884,6.7084
IOMG,67,5.0700,0.2500
IOMT,10000,5.0700,0.2500
ION,900,5.0700,0.2500
IONGF,30000,-2.0676,7.3876
IONI,100000,-8.0003,13.3203
IONKF,3400000,3.8625,1.4575
IONM,200000,-44.5712,49.8912
IONQ,90000,3.9824,1.3376
IONR,7000,-17.7158,23.0358
IONS,500000,5.0639,0.2561
IOO,450000,4.6555,0.6645
IOR,9000,-10.5845,15.9045
IOSP,400000,4.9010,0.4190
IOT,1300000,4.9119,0.4081
IOVA,3900000,5.0259,0.2941
IP,3100000,4.9119,0.4081
IPA,250000,-8.8656,14.1856
IPAC,70000,-1.8672,7.1872
IPAR,400000,4.9240,0.3960
IPAY,100000,-48.9437,54.2637
IPB,900,-27.3582,32.6782
IPCIF,70000,-0.5620,5.8820
IPDN,45000,-8.1546,13.4746
IPDP,1000,-0.8472,6.1672
IPEU,600,5.0700,0.2500
IPEX,10000,5.0700,0.2500
IPG,3000000,5.0691,0.2509
IPGP,300000,4.8563,0.4637
IPHA,100000,-67.9879,73.3079
IPI,150000,5.0522,0.2678
IPIC,100,5.0700,0.2500
IPIX,1200000,-2.6597,7.9797
IPKL,10000000,-0.1320,5.4520
IPKW,15000,-1.7835,7.1035
IPLY,100000,5.0700,0.2500
IPMG,1300000,5.0700,0.2500
IPMLF,800,-41.0515,46.3715
IPMN,500000,5.0700,0.2500
IPNFF,1500000,4.5899,0.7301
IPO,100000,0.4311,4.8889
IPOOF,40000,-1.5856,6.9056
IPOS,10000,-5.9892,11.3092
IPOW,2000,5.0700,0.2500
IPPP,10000,-2.7416,8.0616
IPRC,600000,5.0700,0.2500
IPSC,1300000,3.5390,1.7810
IPSEY,700,-7.0608,12.3808
IPSI,250000,-1.7428,7.0628
IPUB,150000,5.0700,0.2500
IPW,450000,-32.3486,37.6686
IPWG,10000000,5.0700,0.2500
IPWR,250000,2.6846,2.6354
IPX,150000,-16.7856,22.1056
IPXHY,5000,-18.2443,23.5643
IPXXU,1000,4.1000,1.2200
IPZI,50000,5.0700,0.2500
IQ,8200000,4.9119,0.4081
IQDE,35000,-1.6591,6.9791
IQDF,75000,-1.3239,6.6439
IQDG,85000,-37.5635,42.8835
IQDY,100000,-2.7416,8.0616
IQI,350000,1.7080,3.6120
IQIN,1000,0.3789,4.9411
IQLT,1000000,4.8813,0.4387
IQM,1000,-12.2137,17.5337
IQRA,600,-5.5832,10.9032
IQSI,100,4.7165,0.6035
IQST,2900000,-13.2305,18.5505
IQSU,300,-1.1108,6.4308
IQV,1900000,5.0513,0.2687
IR,3400000,4.9119,0.4081
IRAA,30000,2.5083,2.8117
IRAAU,1000,4.0242,1.2958
IRBA,300,5.0700,0.2500
IRBL,1400000,5.0700,0.2500
IRBO,150000,-2.1166,7.4366
IRBS,60000,5.0700,0.2500
IRBT,250000,1.7175,3.6025
IRDM,700000,3.1115,2.2085
IRECQ,150000,5.0700,0.2500
IREN,7800000,-0.9788,6.2988
IRGTQ,350000,-3.1378,8.4578
IRIG,3000,5.0700,0.2500
IRIX,550000,3.6807,1.6393
IRLD,500000,5.0700,0.2500
IRLTY,500,5.0700,0.2500
IRM,3000000,4.9473,0.3727
IRMD,150000,4.4761,0.8439
IRME,1000,4.4146,0.9054
IRNG,2000,5.0700,0.2500
IRNNQ,250000,5.0700,0.2500
IRNTQ,3100000,-19.4969,24.8169
IROG,9000,5.0700,0.2500
IROHU,400,-48.9437,54.2637
IRON,60000,4.7008,0.6192
IROQ,10000,4.8598,0.4602
IRRX,150000,4.1000,1.2200
IRS,1000000,-2.6275,7.9475
IRSB,10000,5.0700,0.2500
IRT,1900000,5.0700,0.2500
IRTC,250000,5.0363,0.2837
IRTR,7000,-0.5765,5.8965
IRVRF,200000,-8.9913,14.3113
IRWD,3400000,4.8963,0.4237
IRYS,200000,5.0700,0.2500
ISBA,1000,5.0700,0.2500
ISBL,2300000,5.0700,0.2500
ISCB,10000,-5.7185,11.0385
ISCF,100000,3.3975,1.9225
ISCG,35000,-1.2624,6.5824
ISCNF,300000,5.0700,0.2500
ISCO,75000,5.0700,0.2500
ISCV,30000,-0.4658,5.7858
ISD,150000,-6.5812,11.9012
ISDAY,1000,5.0700,0.2500
ISDR,200000,-5.6464,10.9664
ISENF,150000,-11.1621,16.4821
ISEP,15000,-14.6579,19.9779
ISHG,25000,5.0700,0.2500
ISHI,15000,5.0700,0.2500
ISHM,55000,5.0700,0.2500
ISLV,400,5.0700,0.2500
ISMAY,1000,5.0700,0.2500
ISMD,40000,-1.1070,6.4270
ISNPY,60000,-5.0078,10.3278
ISOLF,1400000,5.0700,0.2500
ISON,400000,5.0700,0.2500
ISPC,1200000,-9.1615,14.4815
ISPO,10000,-4.8868,10.2068
ISPY,100000,-58.4271,63.7471
ISRA,3000,-13.6252,18.9452
ISRG,3700000,5.0700,0.2500
ISRL,2000,-7.0717,12.3917
ISRLU,400,-107.7356,113.0556
ISSC,30000,5.0700,0.2500
ISSDY,4000,5.0700,0.2500
ISTB,250000,2.0847,3.2353
ISTR,100000,4.8160,0.5040
ISUN,2400000,-1.8773,7.1973
ISUZY,10000,-20.7385,26.0585
ISVL,10000,-6.9652,12.2852
ISVLF,1700000,-9.8748,15.1948
ISWI,200000,5.0700,0.2500
ISYX,10000000,5.0700,0.2500
IT,900000,4.9937,0.3263
ITA,150000,4.7588,0.5612
ITAN,30000,-5.9892,11.3092
ITAYY,15000,-3.4073,8.7273
ITB,90000,4.1595,1.1605
ITCFY,100,5.0700,0.2500
ITCI,950000,4.8132,0.5068
ITCJ,10000000,5.0700,0.2500
ITCLY,15000,0.2354,5.0846
ITDA,10000,-0.8472,6.1672
ITDC,300,-1.6591,6.9791
ITDD,7000,-62.4069,67.7269
ITDE,4000,-8.3719,13.6919
ITDG,1000,-9.4465,14.7665
ITDH,1000,-1.7944,7.1144
ITDN,4000,5.0700,0.2500
ITEC,350000,5.0700,0.2500
ITEN,700000,5.0700,0.2500
ITEQ,7000,-48.9437,54.2637
ITEX,50000,5.0700,0.2500
ITGL,400000,5.0700,0.2500
ITGR,500000,5.0404,0.2796
ITHH,100,5.0700,0.2500
ITHUF,2200000,2.7910,2.5290
ITI,400000,4.7783,0.5417
ITIC,20000,4.5655,0.7545
ITJTY,3000,-3.0745,8.3945
ITKG,6500000,5.0700,0.2500
ITKH,1000000,5.0700,0.2500
ITLI,450000,5.0700,0.2500
ITM,200000,4.4301,0.8899
ITMC,100000,5.0700,0.2500
ITMSF,150000,-7.5760,12.8960
ITNF,6000,5.0700,0.2500
ITNS,3300000,5.0700,0.2500
ITOCY,8000,3.8311,1.4889
ITOO,70000,5.0700,0.2500
ITOS,300000,4.8492,0.4708
ITOT,3100000,4.7803,0.5397
ITOX,9200000,5.0700,0.2500
ITP,450000,-9.5559,14.8759
ITRG,150000,-14.9597,20.2797
ITRI,250000,4.8478,0.4722
ITRM,400000,-26.7571,32.0771
ITRN,200000,4.9107,0.4093
ITRO,65000,5.0700,0.2500
ITRX,400000,5.0700,0.2500
ITT,400000,4.9119,0.4081
ITTOY,25000,5.0700,0.2500
ITTV,1000,5.0700,0.2500
ITUB,10000000,5.0411,0.2789
ITVI,10000000,5.0700,0.2500
ITVPY,10000,-10.7126,16.0326
ITW,2300000,4.9119,0.4081
IUSB,800000,4.8587,0.4613
IUSG,150000,4.6846,0.6354
IUSV,1000000,4.7021,0.6179
IVA,20000,-33.7451,39.0651
IVAC,250000,4.7586,0.5614
IVAL,600000,-5.1592,10.4792
IVANF,30000,-72.1327,77.4527
IVAP,4000,5.0700,0.2500
IVBIY,200,NA,NA
IVBT,20000,5.0700,0.2500
IVCA,35000,4.1000,1.2200
IVCAU,300,4.1000,1.2200
IVCB,400000,-13.5668,18.8868
IVCBU,1000,4.1000,1.2200
IVCP,35000,4.1000,1.2200
IVCPU,200,-5.7185,11.0385
IVDA,250000,-77.4453,82.7653
IVDN,95000,-13.7112,19.0312
IVE,650000,4.7997,0.5203
IVFH,950000,-21.2413,26.5613
IVFZF,1000,5.0700,0.2500
IVII,2000,5.0700,0.2500
IVLU,600000,2.5628,2.7572
IVME,15000,5.0700,0.2500
IVOG,25000,-0.7348,6.0548
IVOI,10000000,5.0700,0.2500
IVOL,150000,2.1252,3.1948
IVOO,45000,-1.2531,6.5731
IVOV,70000,-10.3734,15.6934
IVP,200000,-88.0702,93.3902
IVR,1200000,4.9683,0.3517
IVRA,400,-5.9946,11.3146
IVRN,10000,3.1376,2.1824
IVRO,40000,5.0700,0.2500
IVRS,8000,2.9417,2.3783
IVST,200000,5.0700,0.2500
IVT,350000,3.5796,1.7404
IVV,3700000,5.0700,0.2500
IVVB,9000,-10.8508,16.1708
IVVD,1600000,3.7121,1.6079
IVVM,2000,-12.5399,17.8599
IVW,750000,4.9031,0.4169
IVZ,3400000,4.9119,0.4081
IWAL,100000,5.0700,0.2500
IWB,600000,4.8988,0.4212
IWC,150000,-4.2714,9.5914
IWD,550000,4.9125,0.4075
IWF,700000,4.8361,0.4839
IWFG,4000,-4.8375,10.1575
IWFH,700,5.0700,0.2500
IWIN,1000,2.5357,2.7843
IWL,35000,-0.3059,5.6259
IWM,1000000,5.0700,0.2500
IWMG,30000,5.0700,0.2500
IWML,300,-19.2501,24.5701
IWMY,450000,-13.1072,18.4272
IWN,800000,4.9092,0.4108
IWO,200000,4.0242,1.2958
IWP,850000,4.7008,0.6192
IWR,1500000,5.0530,0.2670
IWS,350000,4.8858,0.4342
IWSH,250000,5.0700,0.2500
IWSY,3400000,2.4660,2.8540
IWTR,200,-9.6427,14.9627
IWV,200000,4.8434,0.4766
IWWI,300000,5.0700,0.2500
IWX,8000,-2.3522,7.6722
IWY,90000,4.3663,0.9537
IX,100000,4.3328,0.9872
IXAQ,6000,-2.7308,8.0508
IXAQU,200,4.1000,1.2200
IXC,50000,4.4896,0.8304
IXEH,200000,5.0700,0.2500
IXG,35000,-2.6208,7.9408
IXHL,100000,-214.0687,219.3887
IXIXF,3000000,-7.7290,13.0490
IXJ,400000,-1.8390,7.1590
IXMO,95000,5.0700,0.2500
IXMOU,1000,5.0700,0.2500
IXN,150000,3.8010,1.5190
IXOG,900000,5.0700,0.2500
IXP,30000,-3.8187,9.1387
IXUS,750000,4.9116,0.4084
IYC,45000,1.6654,3.6546
IYE,150000,1.8947,3.4253
IYF,100000,2.8934,2.4266
IYG,80000,4.8361,0.4839
IYH,30000,1.7814,3.5386
IYJ,25000,-0.2490,5.5690
IYK,30000,3.7758,1.5442
IYLD,35000,-5.9954,11.3154
IYM,25000,4.8469,0.4731
IYR,1100000,4.8361,0.4839
IYT,75000,3.7222,1.5978
IYW,400000,4.8239,0.4961
IYY,70000,3.0770,2.2430
IYZ,6000,0.0415,5.2785
IZEA,250000,3.3102,2.0098
IZM,80000,-153.2279,158.5479
IZNN,1300000,5.0700,0.2500
IZON,3000,5.0700,0.2500
IZOZF,200000,-19.0762,24.3962
IZRL,200000,-4.7768,10.0968
J,1000000,5.0700,0.2500
JAAA,1700000,1.5402,3.7798
JACK,350000,4.9112,0.4088
JACO,15000,5.0700,0.2500
JADA,1300000,5.0700,0.2500
JAGGF,60000,-10.5317,15.8517
JAGR,25000,5.0700,0.2500
JAGX,700000,-5.4439,10.7639
JAKK,200000,4.8665,0.4535
JALC,200,5.0700,0.2500
JAMF,300000,4.9493,0.3707
JAMN,10000000,5.0700,0.2500
JAN,300000,-16.3510,21.6710
JAND,5000,NA,NA
JANL,3000,5.0700,0.2500
JANT,35000,-1.5199,6.8399
JANW,20000,-4.7142,10.0342
JANX,100000,3.3260,1.9940
JANZ,25000,2.5298,2.7902
JAPAY,65000,-5.5083,10.8283
JAPSY,20000,-27.6396,32.9596
JAZZ,700000,4.9281,0.3919
JBAXY,550000,-2.9474,8.2674
JBBB,100000,-44.4079,49.7279
JBFCY,2000,-0.8472,6.1672
JBGS,800000,4.9086,0.4114
JBHT,500000,5.0700,0.2500
JBI,1000000,4.8740,0.4460
JBL,950000,5.0642,0.2558
JBLU,1300000,5.0567,0.2633
JBND,15000,-1.2504,6.5704
JBSAY,2000000,-13.3792,18.6992
JBSS,100000,4.9095,0.4105
JBT,450000,5.0450,0.2750
JBTC,1000,5.0700,0.2500
JBZY,55000,5.0700,0.2500
JCE,30000,-3.0765,8.3965
JCHI,7000,4.4301,0.8899
JCI,7400000,5.0700,0.2500
JCPB,25000,-5.3766,10.6966
JCPI,15000,-0.5765,5.8965
JCSE,70000,-68.5049,73.8249
JCTCF,100000,-1.1719,6.4919
JCTR,5000,-3.8241,9.1441
JCYGY,1000,5.0700,0.2500
JD,10000000,5.0700,0.2500
JDHIY,200,5.0700,0.2500
JDOGQ,100000,5.0700,0.2500
JDST,4700000,-4.3651,9.6851
JDVB,200,5.0700,0.2500
JEF,850000,4.9246,0.3954
JEHLY,2000,5.0700,0.2500
JELD,600000,4.8361,0.4839
JEMA,5000,0.5457,4.7743
JEMG,100,5.0700,0.2500
JEPI,3600000,4.8662,0.4538
JEPQ,2600000,4.9975,0.3225
JEPY,450000,-9.9660,15.2860
JEQ,450000,2.4112,2.9088
JERTQ,6000,5.0700,0.2500
JETBF,200,NA,NA
JETD,100,-4.6360,9.9560
JETMF,100000,-14.6487,19.9687
JETR,1000000,-10.8490,16.1690
JETS,950000,-1.6180,6.9380
JETU,400,-1.9820,7.3020
JEWL,650000,-58.1780,63.4980
JEXYY,1000,5.0700,0.2500
JFBC,6000,-2.8925,8.2125
JFBR,25000,-146.0765,151.3965
JFGI,100000,5.0700,0.2500
JFIL,15000,5.0700,0.2500
JFIN,250000,-22.9839,28.3039
JFR,1400000,-0.8201,6.1401
JFU,25000,-39.8850,45.2050
JFWD,10000,-1.4205,6.7405
JG,150000,-82.1608,87.4808
JGBO,45000,2.1413,3.1787
JGCCY,3000,5.0700,0.2500
JGH,35000,-2.6325,7.9525
JGLDF,250000,-2.1774,7.4974
JGLO,400,-7.3556,12.6756
JGRO,7000,-22.3623,27.6823
JHAC,7000,-1.6501,6.9701
JHCB,15000,-1.1124,6.4324
JHDV,9000,-0.8472,6.1672
JHG,650000,5.0255,0.2945
JHI,25000,-5.3126,10.6326
JHID,5000,2.2651,3.0549
JHMD,10000,-8.6572,13.9772
JHML,15000,-0.8472,6.1672
JHMM,100000,-12.3760,17.6960
JHPI,4000,-0.5765,5.8965
JHS,10000,-1.8741,7.1941
JHSC,15000,-0.0607,5.3807
JHX,30000,-22.1144,27.4344
JIG,500,-3.0122,8.3322
JILL,95000,4.6583,0.6617
JIRE,65000,-9.9775,15.2975
JJSF,250000,5.0700,0.2500
JKCL,100000,5.0700,0.2500
JKHY,650000,5.0700,0.2500
JKS,850000,4.9204,0.3996
JKSM,900000,-8.2380,13.5580
JL,200000,-183.7455,189.0655
JLIC,900000,5.0700,0.2500
JLL,250000,4.9266,0.3934
JLMCQ,400,5.0700,0.2500
JLS,60000,-10.0804,15.4004
JMBS,550000,3.7797,1.5403
JMEE,20000,-26.0975,31.4175
JMHI,15000,-1.5806,6.9006
JMHLY,3000,-12.0405,17.3605
JMIA,700000,-0.9134,6.2334
JMIH,15000,5.0700,0.2500
JMM,1000,-6.6892,12.0092
JMOM,40000,-0.7282,6.0482
JMON,8400000,5.0700,0.2500
JMPLY,15000,-0.5765,5.8965
JMSB,200000,3.1740,2.1460
JMSI,35000,0.0473,5.2727
JMST,300000,4.7008,0.6192
JMTM,400,5.0700,0.2500
JMUB,100000,-0.4683,5.7883
JNCCF,85000,5.0700,0.2500
JNHMF,20000,4.1223,1.1977
JNJ,10000000,4.9119,0.4081
JNK,700000,4.8390,0.4810
JNPC,1000,5.0700,0.2500
JNPR,3700000,5.0652,0.2548
JNSH,1900000,5.0700,0.2500
JNUG,30000,0.2939,5.0261
JNVR,25000,-24.3897,29.7097
JOAN,600,-17.2211,22.5411
JOB,6800000,4.7447,0.5753
JOBY,900000,4.8573,0.4627
JOE,1500000,4.9119,0.4081
JOET,35000,-0.9825,6.3025
JOEY,1500000,5.0700,0.2500
JOF,300000,-3.7216,9.0416
JOJO,200,-6.0000,11.3200
JORFF,150000,-73.6896,79.0096
JOUT,30000,4.9119,0.4081
JPC,1200000,1.2147,4.1053
JPEF,50000,-37.3824,42.7024
JPEM,35000,1.0210,4.2990
JPEX,10000000,5.0700,0.2500
JPI,250000,-6.2598,11.5798
JPIB,50000,-71.6118,76.9318
JPIE,150000,-5.3894,10.7094
JPIN,20000,-2.1895,7.5095
JPLD,3000,-0.8075,6.1275
JPM,10000000,5.0700,0.2500
JPMB,45000,-8.1542,13.4742
JPME,25000,1.3143,4.0057
JPMO,6000,-0.3600,5.6800
JPOTF,650000,-5.1659,10.4859
JPPHY,1000,-0.5765,5.8965
JPPTY,100,5.0700,0.2500
JPPYY,200000,1.3937,3.9263
JPRE,10000,-0.7343,6.0543
JPSE,40000,-5.2168,10.5368
JPST,3100000,4.9119,0.4081
